Location,Cross_Street,Latitude,Longitude,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Modus_Operandi,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Weapon_Used_Code,Weapon_Description,Status,Status_Description,Year_Reported,Year_Occurred,Month_Reported,Month_Occurred,Day_Reported,Day_Occurred
2400 S  RIDGELEY                     DR,,34.0387,-118.3594,2100.0,7.0,Wilshire,783.0,1.0,1822 1402 1414 0302,22.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,AO,Adult Other,2020,2020,6,6,30,30
11100    BALBOA                       BL,,34.2757,-118.5144,1400.0,17.0,Devonshire,1729.0,1.0,0325 0115 0344 1300,0.0,Unknown,X,406.0,OTHER STORE,0.0,No Weapon,IC,Invest Cont,2020,2020,9,9,4,3
3800    HARRIMAN                     AV,,34.0881,-118.1877,515.0,4.0,Hollenbeck,407.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,2,2,14,14
3800    EAGLE ROCK                   BL,,34.1184,-118.2321,1225.0,11.0,Northeast,1135.0,2.0,0400 1822 0416 0446,32.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,10,10,2,1
12100    FOOTHILL                     BL,,34.2798,-118.3997,1930.0,16.0,Foothill,1614.0,1.0,1602,69.0,M,H,217.0,AUTO REPAIR SHOP,0.0,No Weapon,IC,Invest Cont,2020,2020,12,12,17,16
800 E  105TH                        ST,,33.941,-118.2587,200.0,18.0,Southeast,1834.0,2.0,1822 0329 0311,38.0,F,H,121.0,YARD (RESIDENTIAL/BUSINESS),0.0,No Weapon,IC,Invest Cont,2020,2020,7,7,16,16
12700    BURBANK                      BL,,34.1722,-118.4094,2108.0,15.0,N Hollywood,1531.0,2.0,2053 1528 0903 0329,0.0,M,W,507.0,CONDOMINIUM/TOWNHOUSE,0.0,No Weapon,IC,Invest Cont,2020,2020,3,3,8,7
WILMINGTON,ANAHEIM,33.7739,-118.2678,14.0,5.0,Harbor,525.0,2.0,1822 2014 1309 0448 1312,21.0,F,H,122.0,"VEHICLE, PASSENGER/TRUCK",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,9,9,29,29
5000 W  WASHINGTON                   BL,,34.0406,-118.3486,829.0,7.0,Wilshire,784.0,2.0,1817 0924,62.0,M,W,203.0,OTHER BUSINESS,0.0,No Weapon,IC,Invest Cont,2020,2020,8,6,10,10
AVENUE 43,CARLOTA,34.0937,-118.2066,930.0,11.0,Northeast,1179.0,2.0,0329 0913 1817 1307,57.0,M,H,101.0,STREET,0.0,No Weapon,AA,Adult Arrest,2020,2020,11,11,25,25
8TH                          ST,BURLINGTON,34.0534,-118.2745,2320.0,2.0,Rampart,266.0,1.0,1822 1266 0344 0325 0416 2004,66.0,M,B,401.0,MINI-MART,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,2020,2020,12,12,5,5
7TH                          ST,NORMANDIE,34.0597,-118.2998,1300.0,20.0,Olympic,2034.0,2.0,1822 1300 1313 0446 0416,29.0,M,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,8,8,14,14
1500    COLBY                        AV,,34.0451,-118.453,2.0,8.0,West LA,853.0,1.0,1609 0358 0344 0346,24.0,F,W,707.0,GARAGE/CARPORT,0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,1,1
PACIFIC,7TH,33.7379,-118.2879,2350.0,5.0,Harbor,557.0,2.0,Unknown,39.0,M,B,101.0,STREET,0.0,No Weapon,AA,Adult Arrest,2020,2020,4,4,27,27
1200    WESTCHESTER                  PL,,34.0472,-118.3189,1247.0,7.0,Wilshire,759.0,2.0,0443,23.0,M,W,203.0,OTHER BUSINESS,511.0,VERBAL THREAT,IC,Invest Cont,2020,2020,9,9,25,24
FLOWER                       ST,49TH                         ST,33.9983,-118.2813,1700.0,12.0,77th Street,1209.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,4,4,17,16
16600    DENVER                       AV,,33.881,-118.2837,330.0,18.0,Southeast,1891.0,2.0,0913 0361 0400 0603,27.0,M,H,104.0,DRIVEWAY,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,3,3,1,1
FIGUEROA                     ST,66TH                         ST,33.9798,-118.2827,5.0,12.0,77th Street,1249.0,2.0,0400 0416 0906 1822,19.0,M,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,10,10,9,9
1400 W  53RD                         ST,,33.9941,-118.3002,1700.0,12.0,77th Street,1215.0,2.0,0329,56.0,M,B,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,8,8,9,9
11100    BALBOA                       BL,,34.272,-118.5022,1600.0,17.0,Devonshire,1737.0,1.0,0344,33.0,F,O,402.0,MARKET,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,20,19
1800 S  LA CIENEGA                   BL,,34.0425,-118.3818,350.0,8.0,West LA,889.0,1.0,1420 1609 0325 0344 1822,0.0,Unknown,X,203.0,OTHER BUSINESS,0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,27,27
100 N  SARATOGA                     ST,,34.0415,-118.2048,2000.0,4.0,Hollenbeck,466.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,4,3,1,31
NATIONAL                     BL,TILDEN                       AV,34.0278,-118.4275,1730.0,14.0,Pacific,1427.0,1.0,0344 1300 0385,56.0,M,H,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,8,7
11900    DUNNICLIFFE                  CT,,34.2878,-118.5367,2000.0,17.0,Devonshire,1714.0,1.0,1822 1202 1609,77.0,F,O,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2020,2020,2,2,20,20
GRANDEE,108TH                        ST,33.9379,-118.244,920.0,18.0,Southeast,1837.0,1.0,0344 1822 1300 1602,35.0,M,H,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,15,15
14700    STRATHERN                    ST,,34.2161,-118.4536,1040.0,19.0,Mission,1995.0,2.0,2038 2004,30.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,AO,Adult Other,2020,2020,5,5,22,22
ALVARADO,8TH                          ST,34.0549,-118.2778,2300.0,2.0,Rampart,265.0,1.0,0906 1822 0344 0377 0334 0432 0355 1202,62.0,M,H,102.0,SIDEWALK,200.0,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,2020,2020,7,7,12,12
2000    STANFORD                     AV,,34.0254,-118.2564,2220.0,13.0,Newton,1313.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,12,8
4900    DEMPSEY                      AV,,34.159,-118.476,200.0,10.0,West Valley,1079.0,1.0,0344 1822 1606,55.0,M,W,104.0,DRIVEWAY,0.0,No Weapon,IC,Invest Cont,2020,2020,9,9,5,5
5700    DUARTE                       ST,,33.9907,-118.2422,2330.0,13.0,Newton,1377.0,2.0,2000 0913 0419 0400,29.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,1,1,25,25
113TH                        ST,MAIN                         ST,33.9363,-118.2426,2000.0,18.0,Southeast,1837.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,12,12,27,26
N  ALVARADO                     ST,W  SUNSET                       BL,34.0776,-118.2635,2100.0,2.0,Rampart,216.0,1.0,0344 1307 1609 0329,24.0,M,W,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,2,2,11,10
700 S  CORONADO                     ST,,34.0589,-118.2821,1800.0,2.0,Rampart,261.0,1.0,0913 2000 0342 0344 1814,31.0,F,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,3,3,23,21
10400    SUNLAND                      BL,,34.2598,-118.3274,1200.0,16.0,Foothill,1656.0,1.0,0344 1609 0321,40.0,M,W,221.0,PUBLIC STORAGE,0.0,No Weapon,IC,Invest Cont,2020,2020,8,7,17,7
10800    DELCO                        AV,,34.2661,-118.579,1330.0,17.0,Devonshire,1723.0,1.0,0344,52.0,M,W,104.0,DRIVEWAY,0.0,No Weapon,IC,Invest Cont,2020,2020,2,2,16,15
1000 E  34TH                         ST,,34.0128,-118.2577,1800.0,13.0,Newton,1343.0,1.0,0344,58.0,M,H,203.0,OTHER BUSINESS,0.0,No Weapon,IC,Invest Cont,2020,2020,4,4,3,1
7800 W  TALBERT                      ST,,33.9588,-118.434,40.0,14.0,Pacific,1483.0,2.0,0377,62.0,M,W,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,25,1
HOLLY MONT                   DR,ARGYLE                       AV,34.109,-118.3251,800.0,6.0,Hollywood,628.0,1.0,0358 0344 1300 1822,41.0,F,W,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,6,6,5,4
5000    SLAUSON                      AV,,33.9942,-118.4077,235.0,14.0,Pacific,1458.0,2.0,0319 1906,34.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2020,2020,3,3,28,28
2900    BULLARD                      AV,,34.0787,-118.1674,2120.0,4.0,Hollenbeck,438.0,2.0,0913 2000 1821 1241 0400,32.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,1,1,26,26
12800 S  FIGUEROA                     ST,,33.9161,-118.2827,1700.0,18.0,Southeast,1851.0,1.0,0385 0344 1822 1202,70.0,M,W,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,7,7,17,2
7700    BAKMAN                       AV,,34.2103,-118.3779,1300.0,16.0,Foothill,1695.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,4,4,27,27
15700    ARCHWOOD                     ST,,34.1928,-118.4761,2000.0,10.0,West Valley,1039.0,1.0,1300 1822 0344 0385 0329,30.0,M,W,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,11,11,20,19
5700    TOPEKA                       DR,,34.1745,-118.5461,1400.0,10.0,West Valley,1041.0,1.0,0314,82.0,M,W,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,AA,Adult Arrest,2020,2020,1,1,3,3
8900    BARING CROSS                 ST,,33.9566,-118.2894,2050.0,18.0,Southeast,1801.0,1.0,0913 2000 1814 0329 0334,39.0,M,B,101.0,STREET,101.0,REVOLVER,AO,Adult Other,2020,2020,11,11,21,21
1200 E  45TH                         ST,,34.003,-118.2541,1620.0,13.0,Newton,1364.0,2.0,2000 0913 0416,50.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,3,3,15,15
12000    VENICE                       BL,,34.0039,-118.4334,320.0,14.0,Pacific,1435.0,1.0,0344,72.0,F,W,707.0,GARAGE/CARPORT,0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,31,31
600 S  FIGUEROA                     ST,,34.0505,-118.2588,845.0,1.0,Central,152.0,1.0,1202 1822 0329 2032 0910 0344,60.0,M,W,835.0,7TH AND METRO CENTER (NOT LINE SPECIFIC),0.0,No Weapon,IC,Invest Cont,2020,2020,7,7,16,16
400 E  95TH                         ST,,33.9502,-118.2673,2200.0,18.0,Southeast,1823.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,11,10,9,30
600 N  MARIPOSA                     AV,,34.0813,-118.2992,612.0,2.0,Rampart,211.0,1.0,1265 0349 0216 1822,42.0,M,B,145.0,MAIL BOX,0.0,No Weapon,IC,Invest Cont,2020,2020,2,2,20,11
6600    EMMETT                       TR,,34.106,-118.3364,530.0,6.0,Hollywood,635.0,2.0,1822 1501,29.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2020,2020,11,11,14,13
8400 W  3RD                          ST,,34.073,-118.3731,528.0,7.0,Wilshire,722.0,1.0,0329 1609 0342,0.0,M,O,203.0,OTHER BUSINESS,0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,18,18
1500 W  80TH                         ST,,33.9664,-118.3046,1730.0,12.0,77th Street,1265.0,1.0,1813 2000 0400 0416 0913 1402,36.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",302.0,BLUNT INSTRUMENT,AO,Adult Other,2020,2020,10,10,26,26
10900    AVALON                       BL,,33.9365,-118.2652,2215.0,18.0,Southeast,1844.0,2.0,1607 0913 1258 2024 1815 1251 0329,14.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,5,5,27,27
300 W  2ND                          ST,,34.0524,-118.2467,830.0,1.0,Central,133.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,7,7,15,15
500    BROOKS                       AV,,33.9943,-118.4709,516.0,14.0,Pacific,1413.0,1.0,0397 0913 0344,29.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2020,2020,12,12,24,23
300    KING                         AV,,33.7731,-118.2749,2130.0,5.0,Harbor,524.0,2.0,0913 0400 1814 2000,40.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,10,10,2,2
19300    BUSINESS CENTER              DR,,34.231,-118.5535,1230.0,17.0,Devonshire,1782.0,2.0,0416 1822 1300,45.0,F,O,108.0,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,8,8,6,6
3500    OCEAN VIEW                   AV,,34.0084,-118.4356,630.0,14.0,Pacific,1435.0,1.0,1501,57.0,F,W,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,AA,Adult Arrest,2020,2020,9,9,15,15
200 E  119TH                        ST,,33.9247,-118.2717,1300.0,18.0,Southeast,1862.0,2.0,0913 0603 0329 0344 0358 0400 0444 1257,4.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,5,5,7,7
SANDISON,EUDORA,33.7924,-118.2803,30.0,5.0,Harbor,514.0,1.0,0386 0344 1300 1601,28.0,F,H,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,18,9
4500 N  LANKERSHIM                   BL,,34.1523,-118.367,700.0,15.0,N Hollywood,1567.0,1.0,0334 0421 1822 2004,55.0,F,H,301.0,GAS STATION,511.0,VERBAL THREAT,IC,Invest Cont,2020,2020,10,10,5,5
11600    WOODCOCK                     AV,,34.281,-118.4264,1000.0,16.0,Foothill,1611.0,2.0,0329,48.0,M,H,122.0,"VEHICLE, PASSENGER/TRUCK",0.0,No Weapon,IC,Invest Cont,2020,2020,4,4,17,15
5100    WOODMAN                      AV,,34.1631,-118.4312,2200.0,9.0,Van Nuys,966.0,2.0,0329,47.0,F,W,122.0,"VEHICLE, PASSENGER/TRUCK",0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,28,25
WESTERN,LEXINGTON,34.0929,-118.3092,2200.0,6.0,Hollywood,669.0,1.0,0334 1822,45.0,M,W,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,2020,2020,11,11,12,11
87TH                         PL,AVALON,33.9581,-118.2651,1900.0,18.0,Southeast,1803.0,1.0,1300 0329 1611 1822 1202,59.0,M,H,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,7,7,30,29
1500 N  AVENUE 46,,34.1232,-118.216,2300.0,11.0,Northeast,1125.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,9,9,2,1
7300    OAKWOOD                      AV,,34.0783,-118.3498,1230.0,7.0,Wilshire,714.0,1.0,0344 0352,55.0,M,W,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,8,8,23,21
VENTURA                      BL,BALBOA                       BL,34.1593,-118.5011,2100.0,10.0,West Valley,1088.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,12,12,9,8
18500    VENTURA                      BL,,34.1687,-118.5359,523.0,10.0,West Valley,1063.0,1.0,1822 0344 1420 0209 0202 0206,0.0,M,W,406.0,OTHER STORE,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,13,13
13200    OSBORNE                      ST,,34.2461,-118.4205,400.0,16.0,Foothill,1651.0,1.0,0416 1822,32.0,M,H,108.0,PARKING LOT,102.0,HAND GUN,IC,Invest Cont,2020,2020,7,7,31,31
12100    SAN FERNANDO                 RD,,34.2962,-118.4554,1600.0,19.0,Mission,1924.0,1.0,0344,49.0,F,F,503.0,HOTEL,0.0,No Weapon,IC,Invest Cont,2020,2020,7,7,28,12
9000    AIRPORT                      BL,,33.9546,-118.3858,2115.0,14.0,Pacific,1488.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,11,11,6,5
CANOGA,CHASE,34.2246,-118.5976,115.0,21.0,Topanga,2105.0,1.0,0411 1822 0906,28.0,M,H,101.0,STREET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,2020,2020,3,3,9,9
1700    WESTWOOD                     BL,,34.0513,-118.4383,1650.0,8.0,West LA,855.0,2.0,0329,0.0,Unknown,X,210.0,RESTAURANT/FAST FOOD,0.0,No Weapon,IC,Invest Cont,2020,2020,9,9,6,6
1500 S  CARMELINA                    AV,,34.0367,-118.4638,2000.0,8.0,West LA,851.0,1.0,1202 0344 0397 1822 1602,67.0,M,W,121.0,YARD (RESIDENTIAL/BUSINESS),0.0,No Weapon,IC,Invest Cont,2020,2020,7,7,19,18
7200    HOLLYWOOD                    BL,,34.1016,-118.3468,1200.0,6.0,Hollywood,643.0,2.0,1822 1501 1906 1210,33.0,M,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2022,2020,7,11,30,1
1300 S  ALMA                         ST,,33.7325,-118.299,2030.0,5.0,Harbor,563.0,2.0,0329 1300 1402,57.0,M,W,122.0,"VEHICLE, PASSENGER/TRUCK",0.0,No Weapon,IC,Invest Cont,2020,2020,6,6,14,13
19700    GILMORE                      ST,,34.1875,-118.5633,1930.0,21.0,Topanga,2159.0,2.0,Unknown,62.0,M,H,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,28,28
13100 S  FIGUEROA                     ST,,33.9133,-118.2827,1100.0,18.0,Southeast,1851.0,1.0,1602 0352 0344 1822,52.0,M,H,221.0,PUBLIC STORAGE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,3,2,25,9
16600    VICTORY                      BL,,34.1939,-118.4967,1800.0,10.0,West Valley,1028.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,4,4,14,13
4200    GARTHWAITE                   AV,,34.0071,-118.326,1200.0,3.0,Southwest,393.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,26,4
20600 W  VENTURA                      BL,,34.1679,-118.5804,1715.0,21.0,Topanga,2189.0,1.0,0344 1607 1420,34.0,M,X,707.0,GARAGE/CARPORT,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,29,28
10600    TINKER                       AV,,34.2615,-118.3017,1215.0,16.0,Foothill,1637.0,2.0,0913 0443 0561 1202,65.0,F,O,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AO,Adult Other,2020,2020,2,2,5,5
800 N  ALTA VISTA                   BL,,34.0853,-118.3475,1040.0,7.0,Wilshire,705.0,2.0,0329 1822 2004,51.0,F,W,710.0,OTHER PREMISE,0.0,No Weapon,AA,Adult Arrest,2020,2020,7,7,27,27
15600    PARTHENIA                    ST,,34.2283,-118.472,1000.0,19.0,Mission,1981.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,26,25
6300    LANKERSHIM                   BL,,34.1849,-118.3867,600.0,15.0,N Hollywood,1526.0,2.0,1906,36.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,AO,Adult Other,2021,2020,7,5,22,1
1200    FEDERAL                      AV,,34.0465,-118.4588,1645.0,8.0,West LA,842.0,1.0,0394,34.0,M,W,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2020,2020,4,4,19,14
900    STRADELLA                    RD,,34.0857,-118.4517,1430.0,8.0,West LA,806.0,1.0,1822 0394 0344 1309 1420,19.0,F,W,104.0,DRIVEWAY,0.0,No Weapon,IC,Invest Cont,2020,2020,12,12,30,19
8900    VENICE                       BL,,34.0291,-118.3886,1600.0,14.0,Pacific,1409.0,1.0,0344,0.0,Unknown,X,405.0,CLOTHING STORE,0.0,No Weapon,IC,Invest Cont,2020,2020,9,9,20,6
1600 E  MARTIN LUTHER KING JR        BL,,34.0108,-118.2475,600.0,13.0,Newton,1347.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,9,8,10,19
7700    BONNER                       AV,,34.2102,-118.3736,30.0,16.0,Foothill,1695.0,1.0,0416 1300 0913 1814,19.0,F,H,101.0,STREET,307.0,VEHICLE,AA,Adult Arrest,2020,2020,6,6,22,22
4400 W  ADAMS                        BL,,34.0338,-118.337,1430.0,3.0,Southwest,307.0,2.0,1822 0701 0100 0800,51.0,F,B,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,10,9,6,29
6300    BAKMAN                       AV,,34.1849,-118.3779,800.0,15.0,N Hollywood,1527.0,2.0,0377 1202,60.0,M,O,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,19,7
1200 N  JUNE                         ST,,34.0926,-118.3342,1151.0,6.0,Hollywood,663.0,1.0,0344 0394 1822,31.0,M,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0.0,No Weapon,IC,Invest Cont,2020,2020,12,11,1,25
3800 W  3RD                          ST,,34.0709,-118.2985,710.0,20.0,Olympic,2016.0,1.0,0416 0202 0344 0355 0400 0446 0913 1202,64.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,2020,2020,2,2,18,18
15000    ROXFORD                      ST,,34.3219,-118.4602,1300.0,19.0,Mission,1902.0,1.0,0385,38.0,M,H,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,9,6
7000    HOLLYWOOD                    BL,,34.1015,-118.3425,1600.0,6.0,Hollywood,645.0,1.0,1822 0400 0416 1218 2004,25.0,F,W,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,12,12,5,5
8200    OWENSMOUTH                   AV,,34.2176,-118.6016,200.0,21.0,Topanga,2115.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,12,12,2,2
1200 S  UNION                        AV,,34.0472,-118.2782,35.0,2.0,Rampart,285.0,1.0,0329 1601 1822,0.0,Unknown,X,403.0,DRUG STORE,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,2020,2020,5,5,31,31
6600    VAN NUYS                     BL,,34.1903,-118.4574,2100.0,9.0,Van Nuys,923.0,2.0,0329 1300,40.0,M,H,108.0,PARKING LOT,312.0,PIPE/METAL PIPE,AA,Adult Arrest,2020,2020,6,6,11,10
3200 S  SHERBOURNE                   DR,,34.0322,-118.3831,2000.0,8.0,West LA,899.0,1.0,0344 0385 1822,42.0,M,H,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,31,30
28TH                         ST,WESTERN                      AV,34.034,-118.3133,2145.0,3.0,Southwest,315.0,1.0,1607 0329 0344 1266 1822,41.0,M,H,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,15,14
S  7TH,SPRING,34.0445,-118.2523,30.0,1.0,Central,164.0,1.0,1307 0344 1609 0329 1822,24.0,M,W,108.0,PARKING LOT,0.0,No Weapon,IC,Invest Cont,2020,2020,10,10,22,22
11000    MAGNOLIA                     BL,,34.1649,-118.3706,1730.0,15.0,N Hollywood,1555.0,1.0,0344 1402 1414 1605 1608,0.0,M,O,708.0,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),0.0,No Weapon,IC,Invest Cont,2020,2020,8,8,13,10
300 W  15TH                         ST,,33.7306,-118.284,1810.0,5.0,Harbor,567.0,1.0,0334 0302 0913 1810 0432,43.0,M,B,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,IC,Invest Cont,2020,2020,7,7,30,30
BONNIE BRAE,3RD,34.0619,-118.2702,1000.0,2.0,Rampart,236.0,1.0,Unknown,0.0,,Unknown,101.0,STREET,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,15,13
500 N  BUNDY                        DR,,34.0683,-118.4764,2225.0,8.0,West LA,813.0,1.0,1309 1402 0352 1822 0344 1609 0321,60.0,F,W,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,5,5,27,27
9800    TABOR                        ST,,34.0288,-118.401,1000.0,14.0,Pacific,1409.0,1.0,Unknown,0.0,,Unknown,707.0,GARAGE/CARPORT,0.0,No Weapon,IC,Invest Cont,2020,2020,12,12,23,16
19100    ROSCOE                       BL,,34.2205,-118.5503,715.0,10.0,West Valley,1001.0,1.0,Unknown,0.0,,Unknown,104.0,DRIVEWAY,0.0,No Weapon,AA,Adult Arrest,2020,2020,11,11,11,11
10500    SUNLAND                      BL,,34.2644,-118.3386,820.0,16.0,Foothill,1636.0,2.0,1218 0913 0416 0417,37.0,F,W,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,2020,2020,1,1,26,25
1700 W  39TH                         ST,,34.0147,-118.3111,1600.0,3.0,Southwest,375.0,2.0,0100 0930 1822,45.0,M,B,501.0,SINGLE FAMILY DWELLING,0.0,No Weapon,IC,Invest Cont,2020,2020,1,1,7,4
