,Location,Cross_Street,Latitude,Longitude,Date_Reported,Date_Occurred,Time_Occurred,Area_ID,Area_Name,Reporting_District_no,Part 1-2,Modus_Operandi,Victim_Age,Victim_Sex,Victim_Descent,Premise_Code,Premise_Description,Weapon_Used_Code,Weapon_Description,Status,Status_Description
4736,7100    HOLLYWOOD                    BL,,34.1016,-118.3458,11/14/2020 12:00:00 AM,11/14/2020 12:00:00 AM,1110.0,6.0,Hollywood,643.0,2.0,1212 0356 1822 2006,28.0,M,H,505.0,MOTEL,500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest
8250,11000    VENTURA                      BL,,34.1405,-118.3702,05/09/2020 12:00:00 AM,05/07/2020 12:00:00 AM,1435.0,15.0,N Hollywood,1596.0,1.0,0325 0344,65.0,F,W,403.0,DRUG STORE,,,IC,Invest Cont
7105,10300    ILONA                        AV,,34.0488,-118.4166,08/17/2020 12:00:00 AM,08/17/2020 12:00:00 AM,332.0,8.0,West LA,847.0,1.0,0344 0216 0206 1609 1822 1420,48.0,M,A,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
14605,17200    KESWICK                      ST,,34.2093,-118.5077,08/04/2020 12:00:00 AM,08/03/2020 12:00:00 AM,1130.0,10.0,West Valley,1007.0,1.0,1822 0344 1420 1606,35.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
1013,400 W  1ST                          ST,,33.7433,-118.2857,02/25/2020 12:00:00 AM,02/25/2020 12:00:00 AM,300.0,5.0,Harbor,564.0,2.0,2004 0329 1814 2000,53.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
15550,VENTURA                      BL,CANOGA                       AV,34.1679,-118.5974,07/13/2020 12:00:00 AM,07/13/2020 12:00:00 AM,515.0,21.0,Topanga,2187.0,2.0,0334 0421,55.0,M,W,108.0,PARKING LOT,511.0,VERBAL THREAT,AA,Adult Arrest
16236,1000 S  SHENANDOAH                   ST,,34.0571,-118.3815,10/13/2020 12:00:00 AM,10/13/2020 12:00:00 AM,1940.0,8.0,West LA,849.0,2.0,1822 0447,48.0,M,W,707.0,GARAGE/CARPORT,500.0,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other
10152,3100    LAKE HOLLYWOOD               DR,,34.1313,-118.3411,10/24/2020 12:00:00 AM,10/24/2020 12:00:00 AM,735.0,6.0,Hollywood,615.0,1.0,1300 1307 1601 1609 0329 0344 1822,53.0,F,W,101.0,STREET,,,IC,Invest Cont
14349,3500 S  MUIRFIELD                    RD,,34.0234,-118.3422,04/23/2020 12:00:00 AM,04/22/2020 12:00:00 AM,1930.0,3.0,Southwest,353.0,1.0,0344 1300 1606,24.0,F,A,101.0,STREET,,,IC,Invest Cont
825,2100    OAK                          ST,,34.0347,-118.2792,02/12/2020 12:00:00 AM,02/10/2020 12:00:00 AM,1112.0,3.0,Southwest,308.0,2.0,2000 1814 0421 1912,25.0,F,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AO,Adult Other
48,7600    VINELAND                     AV,,34.2084,-118.3703,10/03/2020 12:00:00 AM,10/03/2020 12:00:00 AM,1930.0,16.0,Foothill,1695.0,2.0,1407,0.0,M,W,102.0,SIDEWALK,102.0,HAND GUN,IC,Invest Cont
7535,6800    RADFORD                      AV,,34.194,-118.3943,04/28/2021 12:00:00 AM,09/16/2020 12:00:00 AM,300.0,15.0,N Hollywood,1514.0,2.0,0416 0500 0551,12.0,F,H,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
14177,STRATHERN                    ST,LANKERSHIM                   BL,34.2157,-118.3878,01/17/2020 12:00:00 AM,01/14/2020 12:00:00 AM,1933.0,16.0,Foothill,1684.0,1.0,0344 1300,26.0,F,H,101.0,STREET,,,IC,Invest Cont
17482,5100    RALEIGH                      ST,,34.0826,-118.3135,02/12/2021 12:00:00 AM,04/10/2020 12:00:00 AM,736.0,20.0,Olympic,2001.0,1.0,1822 0344 0394,0.0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
19751,10100    BARTEE                       AV,,34.2537,-118.4355,07/27/2020 12:00:00 AM,07/27/2020 12:00:00 AM,1915.0,19.0,Mission,1959.0,2.0,2038,43.0,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other
18541,1800    MICHIGAN                     AV,,34.0498,-118.2196,11/23/2020 12:00:00 AM,04/09/2020 12:00:00 AM,230.0,4.0,Hollenbeck,453.0,2.0,1912,44.0,F,H,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other
15442,600 N  MARTEL                       AV,,34.0818,-118.3511,09/12/2020 12:00:00 AM,09/12/2020 12:00:00 AM,1730.0,7.0,Wilshire,702.0,1.0,0344 1300 1609 0329,30.0,F,B,101.0,STREET,,,IC,Invest Cont
5110,500 W  17TH                         ST,,33.7288,-118.288,06/22/2020 12:00:00 AM,06/20/2020 12:00:00 AM,2000.0,5.0,Harbor,563.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
14086,14900    BLACKHAWK                    ST,,34.2581,-118.4561,09/22/2020 12:00:00 AM,09/21/2020 12:00:00 AM,930.0,19.0,Mission,1955.0,2.0,0421 0432,30.0,F,H,501.0,SINGLE FAMILY DWELLING,511.0,VERBAL THREAT,AA,Adult Arrest
15838,LEIGHTON                     AV,DENKER                       AV,34.0128,-118.3045,05/06/2020 12:00:00 AM,05/06/2020 12:00:00 AM,1700.0,3.0,Southwest,376.0,2.0,0344 0401 0419 1300 1814 2000,30.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
10574,700 W  CENTURY                      BL,,33.9455,-118.2869,06/03/2020 12:00:00 AM,06/03/2020 12:00:00 AM,1755.0,18.0,Southeast,1821.0,1.0,2000 1813 1243 0913 0411 2002,58.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",205.0,KITCHEN KNIFE,IC,Invest Cont
12765,14400 W  VENTURA                      BL,,34.1505,-118.4458,04/23/2020 12:00:00 AM,04/23/2020 12:00:00 AM,1445.0,9.0,Van Nuys,985.0,2.0,1501 2004 0448,41.0,F,W,602.0,BANK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
15351,1300 S  HOOVER                       ST,,34.0457,-118.2878,11/17/2020 12:00:00 AM,11/16/2020 12:00:00 AM,1030.0,20.0,Olympic,2079.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
11630,2600    WEST                         BL,,34.032,-118.3417,11/08/2020 12:00:00 AM,11/06/2020 12:00:00 AM,2241.0,3.0,Southwest,332.0,2.0,0913 0422 0421,39.0,F,H,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont
12757,1ST                          ST,BAILEY,34.0471,-118.2186,03/29/2020 12:00:00 AM,03/29/2020 12:00:00 AM,1500.0,4.0,Hollenbeck,454.0,1.0,1100 0302 0430 1251 1259 0906 1822,15.0,M,H,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont
5803,700 E  42ND                         PL,,34.0078,-118.2636,11/25/2020 12:00:00 AM,11/25/2020 12:00:00 AM,1750.0,13.0,Newton,1344.0,1.0,0302 0334 0421 0602 0554 0913,46.0,M,H,501.0,SINGLE FAMILY DWELLING,102.0,HAND GUN,AO,Adult Other
5417,10700    HAYVENHURST                  AV,,34.2647,-118.4935,11/25/2020 12:00:00 AM,11/25/2020 12:00:00 AM,200.0,17.0,Devonshire,1737.0,2.0,1202 2002 0329,79.0,M,H,501.0,SINGLE FAMILY DWELLING,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont
9028,LA BREA                      AV,SAINT ELMO                   DR,34.0442,-118.346,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1200.0,7.0,Wilshire,774.0,2.0,1814 1414 0416,20.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
2004,7700 S  HARVARD                      BL,,33.97,-118.3068,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,1130.0,12.0,77th Street,1253.0,2.0,0913 2038 1202,61.0,F,B,501.0,SINGLE FAMILY DWELLING,,,AO,Adult Other
1354,6700    WHITSETT                     AV,,34.1921,-118.4052,07/07/2020 12:00:00 AM,07/02/2020 12:00:00 AM,2110.0,15.0,N Hollywood,1513.0,2.0,0443,0.0,F,O,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,IC,Invest Cont
10255,10000    BARING CROSS                 ST,,33.9455,-118.2894,01/17/2024 12:00:00 AM,08/17/2020 12:00:00 AM,1125.0,18.0,Southeast,1821.0,2.0,1822 0100 0930 0935 0929 0922,32.0,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
2510,3RD,GERTRUDE,34.0445,-118.2173,11/23/2020 12:00:00 AM,11/23/2020 12:00:00 AM,1713.0,4.0,Hollenbeck,463.0,2.0,1300 1307,0.0,X,X,101.0,STREET,,,AA,Adult Arrest
11679,800    LACONIA                      BL,,33.9172,-118.2895,05/07/2020 12:00:00 AM,05/06/2020 12:00:00 AM,2300.0,18.0,Southeast,1831.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
5347,CENTURY,ANZAC,33.9457,-118.2379,06/27/2020 12:00:00 AM,06/27/2020 12:00:00 AM,1945.0,18.0,Southeast,1827.0,1.0,1822 0329 1240 1310 1300,37.0,M,H,101.0,STREET,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont
17343,1400 W  59TH                         ST,,33.9875,-118.3024,11/28/2020 12:00:00 AM,11/28/2020 12:00:00 AM,630.0,12.0,77th Street,1235.0,2.0,2000 0913 1814 0416 0446 1309 0329,59.0,F,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
15561,13300    HATTERAS                     ST,,34.1758,-118.4225,01/10/2020 12:00:00 AM,01/02/2020 12:00:00 AM,1.0,9.0,Van Nuys,938.0,2.0,0930 1822,31.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
1142,2100    WESTWOOD                     BL,,34.0453,-118.4329,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1625.0,8.0,West LA,835.0,2.0,0329 1609,49.0,M,H,123.0,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont
13298,PICO                         BL,SIERRA BONITA                AV,34.0494,-118.3589,07/01/2020 12:00:00 AM,06/29/2020 12:00:00 AM,1.0,7.0,Wilshire,764.0,1.0,1300 1601 0344,41.0,M,W,101.0,STREET,,,IC,Invest Cont
17558,8700    WHEATLAND                    AV,,34.2278,-118.3622,11/09/2023 12:00:00 AM,04/01/2020 12:00:00 AM,1159.0,16.0,Foothill,1677.0,2.0,1822 0930,33.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
8263,18400    ROSCOE                       BL,,34.2251,-118.5372,09/10/2020 12:00:00 AM,09/10/2020 12:00:00 AM,100.0,17.0,Devonshire,1794.0,1.0,,0.0,,,108.0,PARKING LOT,,,AO,Adult Other
9270,12100    VICTORY                      BL,,34.1867,-118.3965,01/06/2020 12:00:00 AM,01/04/2020 12:00:00 AM,1805.0,15.0,N Hollywood,1524.0,1.0,0906 1414 1822 0400 1259 1310 1302 0916 2002 1402,14.0,M,H,108.0,PARKING LOT,511.0,VERBAL THREAT,AA,Adult Arrest
9957,19000    KITTRIDGE                    ST,,34.1902,-118.5474,09/04/2020 12:00:00 AM,09/03/2020 12:00:00 AM,2130.0,10.0,West Valley,1023.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
17004,600 E  42ND                         PL,,34.0078,-118.2636,02/02/2020 12:00:00 AM,02/02/2020 12:00:00 AM,2200.0,13.0,Newton,1344.0,2.0,1212 0400,0.0,M,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
6267,1100 N  SYCAMORE                     AV,,34.0907,-118.3428,01/22/2021 12:00:00 AM,12/02/2020 12:00:00 AM,945.0,6.0,Hollywood,663.0,1.0,0344 0329 1307 1609,29.0,M,H,108.0,PARKING LOT,,,IC,Invest Cont
15537,8900    ETON                         AV,,34.232,-118.5951,02/03/2020 12:00:00 AM,02/03/2020 12:00:00 AM,1930.0,21.0,Topanga,2106.0,2.0,1814 0444 2000,41.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
12160,19300    LONDELIUS                    ST,,34.2299,-118.5536,02/22/2020 12:00:00 AM,02/21/2020 12:00:00 AM,2205.0,17.0,Devonshire,1782.0,1.0,1202 0344 0352 1609,63.0,F,W,104.0,DRIVEWAY,,,IC,Invest Cont
9424,ARLINGTON                    AV,MARTIN LUTHER KING JR        BL,34.0108,-118.3182,10/28/2020 12:00:00 AM,10/28/2020 12:00:00 AM,1900.0,3.0,Southwest,374.0,1.0,1822 1202 0431 2005,68.0,M,B,102.0,SIDEWALK,512.0,MACE/PEPPER SPRAY,IC,Invest Cont
4658,5100 S  GRAMERCY                     PL,,33.9964,-118.3139,12/21/2020 12:00:00 AM,12/20/2020 12:00:00 AM,1300.0,12.0,77th Street,1203.0,1.0,0344 0385 1822,28.0,M,H,101.0,STREET,,,IC,Invest Cont
12,100    THE GROVE                    DR,,34.0761,-118.3563,02/03/2020 12:00:00 AM,02/03/2020 12:00:00 AM,500.0,7.0,Wilshire,724.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
18491,1000 S  HOPE                         ST,,34.0423,-118.263,05/28/2020 12:00:00 AM,05/27/2020 12:00:00 AM,930.0,1.0,Central,182.0,2.0,0913 0337 2038,51.0,M,B,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other
17767,1200    SILVER LAKE                  BL,,34.0831,-118.2726,09/13/2020 12:00:00 AM,09/12/2020 12:00:00 AM,1800.0,11.0,Northeast,1181.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
8838,17300    SHERMAN                      WY,,34.2012,-118.513,07/07/2020 12:00:00 AM,07/06/2020 12:00:00 AM,2300.0,10.0,West Valley,1017.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
17983,11500    CUMPSTON                     ST,,34.1697,-118.3834,08/03/2020 12:00:00 AM,08/01/2020 12:00:00 AM,1935.0,15.0,N Hollywood,1547.0,1.0,0400 0444 1202 1701 0913 0416 0445 0360,77.0,M,B,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest
3422,10100    RESEDA                       BL,,34.2533,-118.5361,11/04/2020 12:00:00 AM,11/04/2020 12:00:00 AM,1745.0,17.0,Devonshire,1754.0,2.0,1822 0444,59.0,F,H,406.0,OTHER STORE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
10841,9400    CORBIN                       AV,,34.241,-118.5623,11/23/2020 12:00:00 AM,11/23/2020 12:00:00 AM,630.0,17.0,Devonshire,1764.0,2.0,0329,0.0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont
14924,12800    DAVENTRY                     ST,,34.2814,-118.414,11/22/2020 12:00:00 AM,11/22/2020 12:00:00 AM,1930.0,16.0,Foothill,1602.0,1.0,1822 0344,26.0,M,H,101.0,STREET,,,IC,Invest Cont
1530,300 W  5TH                          ST,,34.0481,-118.2507,08/12/2021 12:00:00 AM,01/26/2020 12:00:00 AM,1200.0,1.0,Central,153.0,2.0,0377,31.0,M,W,504.0,OTHER RESIDENCE,,,IC,Invest Cont
12957,300 E  116TH                        PL,,33.9283,-118.2695,02/26/2020 12:00:00 AM,02/26/2020 12:00:00 AM,1130.0,18.0,Southeast,1863.0,1.0,0913 0344 2000 1814 0329 0400,22.0,F,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
12437,10700    BLIX                         ST,,34.1567,-118.3648,08/14/2020 12:00:00 AM,08/13/2020 12:00:00 AM,1600.0,15.0,N Hollywood,1557.0,1.0,0344 1300,24.0,F,O,101.0,STREET,,,IC,Invest Cont
2973,7700 N  LANKERSHIM                   BL,,34.2103,-118.3878,07/19/2020 12:00:00 AM,07/19/2020 12:00:00 AM,2000.0,16.0,Foothill,1685.0,1.0,1218 0913 0416 1601 0561,46.0,F,H,102.0,SIDEWALK,304.0,CLUB/BAT,AA,Adult Arrest
5928,SAN PEDRO,33RD                         ST,34.0162,-118.2647,05/12/2021 12:00:00 AM,04/20/2020 12:00:00 AM,1200.0,13.0,Newton,1333.0,2.0,0527 1259 0913,15.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
18579,900    ELDEN                        AV,,34.053,-118.2877,11/19/2020 12:00:00 AM,11/19/2020 12:00:00 AM,55.0,20.0,Olympic,2058.0,1.0,,0.0,,,108.0,PARKING LOT,,,IC,Invest Cont
7379,7800 S  HOBART                       BL,,33.9678,-118.3079,06/29/2020 12:00:00 AM,06/29/2020 12:00:00 AM,1410.0,12.0,77th Street,1253.0,1.0,0319 1814 0913 0443 2021 0431,29.0,F,B,501.0,SINGLE FAMILY DWELLING,512.0,MACE/PEPPER SPRAY,AA,Adult Arrest
6461,CHICAGO,1ST                          ST,34.0444,-118.2125,12/18/2020 12:00:00 AM,12/17/2020 12:00:00 AM,1700.0,4.0,Hollenbeck,464.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
6125,2400    CINCINNATI                   ST,,34.0475,-118.2066,11/11/2021 12:00:00 AM,07/05/2020 12:00:00 AM,2050.0,4.0,Hollenbeck,457.0,2.0,0100,34.0,F,H,145.0,MAIL BOX,,,IC,Invest Cont
13610,400 E  11TH                         ST,,34.0368,-118.2546,10/05/2020 12:00:00 AM,10/04/2020 12:00:00 AM,1620.0,13.0,Newton,1303.0,1.0,0321 0344 1300,28.0,M,H,108.0,PARKING LOT,,,IC,Invest Cont
267,200    WORLD                        WY,,33.9449,-118.4059,04/29/2020 12:00:00 AM,04/29/2020 12:00:00 AM,506.0,14.0,Pacific,1494.0,2.0,1822 0329 1300,42.0,M,H,102.0,SIDEWALK,,,IC,Invest Cont
7373,5000    STERN                        AV,,34.1612,-118.4346,08/01/2020 12:00:00 AM,08/01/2020 12:00:00 AM,530.0,9.0,Van Nuys,964.0,1.0,,0.0,,,104.0,DRIVEWAY,,,IC,Invest Cont
7580,6000    CARLTON                      WY,,34.1005,-118.3214,08/02/2020 12:00:00 AM,08/02/2020 12:00:00 AM,935.0,6.0,Hollywood,647.0,2.0,0400 1212,0.0,X,X,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest
30,4200    MURIETTA                     AV,,34.1464,-118.4383,06/04/2020 12:00:00 AM,04/01/2020 12:00:00 AM,1200.0,9.0,Van Nuys,985.0,2.0,0100 0928 1822,60.0,F,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
7388,8900    VENICE                       BL,,34.0291,-118.3886,07/21/2020 12:00:00 AM,07/21/2020 12:00:00 AM,1850.0,14.0,Pacific,1409.0,1.0,0431 0945 1822 0325 1236,0.0,X,X,403.0,DRUG STORE,503.0,CAUSTIC CHEMICAL/POISON,AA,Adult Arrest
4081,2400    FLETCHER                     DR,,34.106,-118.2565,02/21/2020 12:00:00 AM,02/21/2020 12:00:00 AM,30.0,11.0,Northeast,1145.0,2.0,0400 0416 0419,23.0,F,H,733.0,BAR/SPORTS BAR (OPEN DAY & NIGHT),400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
15968,2000    ESTES                        RD,,34.144,-118.2111,09/05/2020 12:00:00 AM,09/04/2020 12:00:00 AM,1900.0,11.0,Northeast,1105.0,1.0,0344 1606,40.0,F,C,101.0,STREET,,,IC,Invest Cont
16515,7500    GAVIOTA                      AV,,34.2066,-118.4815,06/24/2022 12:00:00 AM,05/21/2020 12:00:00 AM,921.0,10.0,West Valley,1018.0,2.0,1822 0928,60.0,M,W,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
1029,5600    BOWCROFT                     ST,,34.0201,-118.3672,12/30/2020 12:00:00 AM,12/30/2020 12:00:00 AM,1150.0,3.0,Southwest,341.0,1.0,0334 0443 0913 1402,46.0,M,B,101.0,STREET,114.0,AIR PISTOL/REVOLVER/RIFLE/BB GUN,IC,Invest Cont
9172,5900    HOLLYWOOD                    BL,,34.1017,-118.318,03/23/2020 12:00:00 AM,03/23/2020 12:00:00 AM,1310.0,6.0,Hollywood,647.0,1.0,0400 0416 0344 1822,21.0,M,B,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
8588,WALKER,13TH,33.7325,-118.3034,09/06/2020 12:00:00 AM,09/06/2020 12:00:00 AM,1500.0,5.0,Harbor,562.0,1.0,1822 2021 1310 1309 0400,54.0,M,W,101.0,STREET,307.0,VEHICLE,AA,Adult Arrest
583,15200    BURBANK                      BL,,34.1721,-118.4642,11/24/2020 12:00:00 AM,11/24/2020 12:00:00 AM,200.0,9.0,Van Nuys,952.0,2.0,0329,32.0,F,W,108.0,PARKING LOT,,,IC,Invest Cont
15577,1200 W  8TH                          ST,,34.0496,-118.2677,08/15/2020 12:00:00 AM,08/14/2020 12:00:00 AM,2300.0,2.0,Rampart,269.0,1.0,0358 1609 1307 0329 0344 0352,34.0,M,O,101.0,STREET,,,IC,Invest Cont
18056,1100 S  HARVARD                      BL,,34.0509,-118.3041,04/23/2020 12:00:00 AM,04/23/2020 12:00:00 AM,2050.0,20.0,Olympic,2064.0,2.0,0913 2000 1814 0416,47.0,F,K,502.0,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
14708,700    MATEO                        ST,,34.0341,-118.2323,08/25/2020 12:00:00 AM,08/24/2020 12:00:00 AM,1300.0,13.0,Newton,1309.0,1.0,0344 1609,36.0,M,H,101.0,STREET,,,IC,Invest Cont
901,6400 S  VERMONT                      AV,,33.981,-118.2914,05/21/2020 12:00:00 AM,05/21/2020 12:00:00 AM,1418.0,12.0,77th Street,1248.0,1.0,0605 1822 1309 0416 0446 0429 2047 0417,45.0,M,H,102.0,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
8662,6100 W  CENTURY                      BL,,33.9456,-118.3904,09/22/2020 12:00:00 AM,09/22/2020 12:00:00 AM,1200.0,14.0,Pacific,1496.0,1.0,0344 0394,23.0,F,B,503.0,HOTEL,,,IC,Invest Cont
15768,8400    WILLIS                       AV,,34.2231,-118.4553,01/29/2020 12:00:00 AM,01/29/2020 12:00:00 AM,2200.0,19.0,Mission,1984.0,2.0,0329 1300 1307,36.0,M,H,108.0,PARKING LOT,304.0,CLUB/BAT,AA,Adult Arrest
358,HOLLYWOOD,SYCAMORE,34.1016,-118.3433,01/12/2020 12:00:00 AM,01/12/2020 12:00:00 AM,1410.0,6.0,Hollywood,645.0,2.0,0400 0416 1822,52.0,F,O,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
14059,7700    BAKMAN                       AV,,34.2103,-118.3779,04/27/2020 12:00:00 AM,04/27/2020 12:00:00 AM,1300.0,16.0,Foothill,1695.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
13948,1500    FOREST KNOLL                 DR,,34.098,-118.3801,08/25/2020 12:00:00 AM,08/25/2020 12:00:00 AM,650.0,6.0,Hollywood,632.0,2.0,0400 0447 1814 2000 0913,31.0,M,W,501.0,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
2495,97TH                         ST,SAN PEDRO,33.9483,-118.2695,11/13/2020 12:00:00 AM,11/13/2020 12:00:00 AM,1240.0,18.0,Southeast,1823.0,2.0,1822 0444,43.0,F,H,101.0,STREET,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont
1604,1500 E  21ST                         ST,,34.0183,-118.2448,05/12/2021 12:00:00 AM,05/12/2020 12:00:00 AM,830.0,13.0,Newton,1327.0,2.0,0100 0928 1822,56.0,F,H,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
2169,4800 W  17TH                         ST,,34.0449,-118.3411,10/21/2020 12:00:00 AM,10/20/2020 12:00:00 AM,1200.0,7.0,Wilshire,775.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
3747,6200    FOUNTAIN                     AV,,34.0944,-118.3245,03/24/2020 12:00:00 AM,03/22/2020 12:00:00 AM,1400.0,6.0,Hollywood,666.0,2.0,1501 1202 1822,72.0,M,B,501.0,SINGLE FAMILY DWELLING,,,IC,Invest Cont
4373,9300    VAN NUYS                     BL,,34.2391,-118.4502,05/15/2020 12:00:00 AM,05/15/2020 12:00:00 AM,2330.0,19.0,Mission,1966.0,2.0,2000 1813 0447 0913 1243,22.0,F,H,507.0,CONDOMINIUM/TOWNHOUSE,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other
1694,SYCAMORE                     TR,FIGUEROA                     ST,34.1051,-118.2107,05/27/2020 12:00:00 AM,05/26/2020 12:00:00 AM,1600.0,11.0,Northeast,1148.0,1.0,0344 1202 0302 0305 0334 0340 0355 2049 2051,71.0,F,H,101.0,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont
6144,14800    SAN FERNANDO MISSION         BL,,34.2749,-118.4557,12/21/2020 12:00:00 AM,12/20/2020 12:00:00 AM,1900.0,19.0,Mission,1935.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
1421,900 S  ARDMORE                      AV,,34.0518,-118.3021,08/09/2020 12:00:00 AM,08/08/2020 12:00:00 AM,1740.0,20.0,Olympic,2054.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
4047,300 S  BOYLE                        AV,,34.0447,-118.2197,06/11/2020 12:00:00 AM,06/10/2020 12:00:00 AM,1900.0,4.0,Hollenbeck,454.0,1.0,,0.0,,,101.0,STREET,,,IC,Invest Cont
19330,2ND,CENTRE,33.7424,-118.2836,12/22/2020 12:00:00 AM,12/22/2020 12:00:00 AM,1950.0,5.0,Harbor,564.0,2.0,1100 1309,0.0,X,X,101.0,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont
4289,11000 S  VERMONT                      AV,,33.9355,-118.2916,12/01/2020 12:00:00 AM,11/30/2020 12:00:00 AM,700.0,18.0,Southeast,1841.0,1.0,,0.0,,,104.0,DRIVEWAY,,,IC,Invest Cont
15340,1600 W  PACIFIC COAST                HY,,33.7866,-118.3044,08/13/2020 12:00:00 AM,08/12/2020 12:00:00 AM,2300.0,5.0,Harbor,531.0,1.0,0344 1300 1606,27.0,M,W,108.0,PARKING LOT,,,IC,Invest Cont
