,Crime_Category
14840,Crimes against Public Order
14401,Property Crimes
3425,Property Crimes
6896,Property Crimes
5980,Property Crimes
16109,Fraud and White-Collar Crimes
9929,Property Crimes
13893,Violent Crimes
9906,Violent Crimes
1484,Violent Crimes
18778,Property Crimes
9715,Property Crimes
19494,Violent Crimes
130,Violent Crimes
3629,Property Crimes
17560,Property Crimes
10919,Property Crimes
515,Property Crimes
4445,Property Crimes
52,Violent Crimes
9519,Property Crimes
18759,Crimes against Public Order
15822,Property Crimes
7328,Violent Crimes
18143,Crimes against Public Order
16131,Crimes against Public Order
13220,Property Crimes
3989,Property Crimes
11316,Property Crimes
1555,Property Crimes
17297,Property Crimes
2363,Fraud and White-Collar Crimes
6449,Property Crimes
15370,Property Crimes
5357,Property Crimes
11948,Violent Crimes
13226,Property Crimes
6917,Fraud and White-Collar Crimes
16546,Violent Crimes
9702,Property Crimes
1998,Violent Crimes
9437,Crimes against Public Order
17727,Violent Crimes
1557,Property Crimes
9713,Crimes against Public Order
1037,Property Crimes
6420,Property Crimes
1333,Property Crimes
16985,Crimes against Public Order
450,Property Crimes
812,Violent Crimes
17427,Property Crimes
6769,Property Crimes
4571,Violent Crimes
4600,Property Crimes
13901,Property Crimes
11407,Crimes against Public Order
15236,Crimes against Public Order
5414,Property Crimes
10621,Violent Crimes
15790,Property Crimes
14922,Violent Crimes
7899,Property Crimes
9362,Property Crimes
12815,Violent Crimes
8320,Property Crimes
13294,Violent Crimes
15582,Property Crimes
18314,Property Crimes
13408,Property Crimes
19515,Property Crimes
15900,Property Crimes
16106,Property Crimes
17044,Fraud and White-Collar Crimes
10181,Violent Crimes
2628,Property Crimes
9484,Other Crimes
2174,Crimes against Public Order
5384,Violent Crimes
12357,Property Crimes
8733,Crimes against Public Order
9187,Crimes against Public Order
8744,Crimes against Public Order
6854,Violent Crimes
14974,Property Crimes
2654,Violent Crimes
11729,Violent Crimes
9411,Violent Crimes
1648,Property Crimes
19675,Property Crimes
7720,Property Crimes
16090,Property Crimes
6097,Violent Crimes
11600,Property Crimes
9652,Property Crimes
16116,Property Crimes
13079,Property Crimes
18674,Fraud and White-Collar Crimes
1713,Violent Crimes
4108,Fraud and White-Collar Crimes
3452,Violent Crimes
8778,Fraud and White-Collar Crimes
18573,Violent Crimes
14774,Property Crimes
11290,Property Crimes
11448,Crimes against Public Order
3951,Violent Crimes
10025,Fraud and White-Collar Crimes
7824,Property Crimes
11566,Property Crimes
13797,Violent Crimes
6631,Property Crimes
2077,Property Crimes
12335,Violent Crimes
13270,Property Crimes
7407,Property Crimes
11650,Property Crimes
12639,Fraud and White-Collar Crimes
2277,Property Crimes
14343,Property Crimes
15641,Property Crimes
16173,Fraud and White-Collar Crimes
11976,Violent Crimes
3746,Violent Crimes
9122,Property Crimes
4321,Property Crimes
16423,Property Crimes
13896,Violent Crimes
11917,Property Crimes
4935,Crimes against Public Order
12235,Property Crimes
11274,Property Crimes
1658,Property Crimes
16146,Property Crimes
4413,Violent Crimes
5064,Violent Crimes
11551,Crimes against Public Order
18477,Violent Crimes
10555,Property Crimes
14873,Property Crimes
449,Property Crimes
6508,Property Crimes
8694,Property Crimes
2356,Violent Crimes
8536,Property Crimes
411,Property Crimes
11516,Property Crimes
1411,Property Crimes
55,Property Crimes
6906,Property Crimes
9683,Violent Crimes
14632,Property Crimes
4699,Crimes against Public Order
2029,Property Crimes
16785,Property Crimes
17627,Property Crimes
5288,Crimes against Persons
5635,Crimes against Public Order
645,Property Crimes
16670,Violent Crimes
8937,Property Crimes
12841,Violent Crimes
9399,Violent Crimes
17699,Property Crimes
7463,Violent Crimes
2467,Property Crimes
7274,Violent Crimes
31,Violent Crimes
18252,Fraud and White-Collar Crimes
4584,Property Crimes
19878,Property Crimes
19570,Property Crimes
13073,Property Crimes
9677,Fraud and White-Collar Crimes
516,Fraud and White-Collar Crimes
15403,Property Crimes
10641,Property Crimes
7431,Property Crimes
13345,Violent Crimes
7948,Violent Crimes
16679,Violent Crimes
17844,Property Crimes
7106,Violent Crimes
5107,Property Crimes
4932,Property Crimes
14542,Violent Crimes
4601,Violent Crimes
15945,Violent Crimes
10382,Property Crimes
10943,Violent Crimes
6691,Property Crimes
13291,Property Crimes
15846,Violent Crimes
12822,Property Crimes
14731,Fraud and White-Collar Crimes
1864,Property Crimes
16719,Property Crimes
18608,Property Crimes
3377,Property Crimes
11699,Property Crimes
6475,Property Crimes
1030,Property Crimes
1377,Property Crimes
10315,Crimes against Public Order
12882,Property Crimes
3248,Violent Crimes
14945,Property Crimes
4453,Property Crimes
392,Violent Crimes
16674,Property Crimes
6032,Property Crimes
5697,Property Crimes
10227,Property Crimes
8187,Violent Crimes
5676,Property Crimes
8132,Property Crimes
19757,Property Crimes
12608,Property Crimes
16893,Violent Crimes
5133,Property Crimes
3711,Violent Crimes
12707,Property Crimes
1228,Violent Crimes
8110,Property Crimes
12024,Violent Crimes
9093,Property Crimes
14262,Violent Crimes
9167,Violent Crimes
11158,Violent Crimes
19233,Property Crimes
16824,Crimes against Public Order
19897,Violent Crimes
9797,Property Crimes
6493,Property Crimes
6619,Property Crimes
17770,Property Crimes
17672,Violent Crimes
19654,Violent Crimes
2618,Property Crimes
11270,Fraud and White-Collar Crimes
12056,Property Crimes
1350,Property Crimes
7083,Property Crimes
7813,Property Crimes
5443,Property Crimes
16211,Property Crimes
18546,Property Crimes
11423,Fraud and White-Collar Crimes
7863,Crimes against Public Order
15178,Violent Crimes
16249,Property Crimes
15193,Property Crimes
13003,Property Crimes
325,Property Crimes
4474,Property Crimes
4832,Violent Crimes
2264,Violent Crimes
18896,Property Crimes
6948,Crimes against Public Order
2561,Property Crimes
11641,Property Crimes
18638,Property Crimes
9580,Property Crimes
14195,Fraud and White-Collar Crimes
18004,Property Crimes
15320,Property Crimes
11815,Property Crimes
16783,Property Crimes
16349,Violent Crimes
18371,Property Crimes
3134,Property Crimes
7045,Property Crimes
9323,Property Crimes
10594,Violent Crimes
15042,Violent Crimes
4308,Violent Crimes
13021,Property Crimes
10945,Violent Crimes
696,Property Crimes
4254,Property Crimes
13496,Crimes against Persons
13543,Property Crimes
1403,Property Crimes
7492,Violent Crimes
8000,Property Crimes
16217,Violent Crimes
19419,Property Crimes
19734,Other Crimes
8221,Property Crimes
363,Property Crimes
3290,Property Crimes
10525,Property Crimes
14724,Violent Crimes
999,Violent Crimes
13972,Property Crimes
1628,Violent Crimes
6413,Violent Crimes
281,Fraud and White-Collar Crimes
13718,Crimes against Public Order
18421,Property Crimes
4151,Property Crimes
639,Property Crimes
9926,Property Crimes
7452,Property Crimes
4773,Property Crimes
10738,Fraud and White-Collar Crimes
4026,Property Crimes
18068,Fraud and White-Collar Crimes
14872,Property Crimes
5270,Property Crimes
4976,Property Crimes
2290,Property Crimes
18625,Property Crimes
19609,Fraud and White-Collar Crimes
14413,Fraud and White-Collar Crimes
17011,Violent Crimes
19664,Crimes against Public Order
10211,Property Crimes
16649,Property Crimes
15746,Violent Crimes
2997,Crimes against Public Order
17118,Property Crimes
6738,Property Crimes
662,Crimes against Persons
17610,Violent Crimes
16409,Fraud and White-Collar Crimes
10228,Property Crimes
14053,Violent Crimes
9308,Property Crimes
16533,Property Crimes
833,Violent Crimes
12427,Property Crimes
17924,Property Crimes
3752,Property Crimes
1887,Property Crimes
14867,Violent Crimes
10868,Violent Crimes
19079,Property Crimes
4085,Property Crimes
12199,Property Crimes
11043,Property Crimes
8826,Property Crimes
492,Property Crimes
18396,Property Crimes
17876,Property Crimes
10475,Violent Crimes
19377,Crimes against Public Order
3382,Property Crimes
3447,Crimes against Public Order
4576,Property Crimes
19323,Other Crimes
13390,Property Crimes
18339,Property Crimes
14348,Other Crimes
6370,Crimes against Public Order
11212,Property Crimes
1824,Property Crimes
1615,Violent Crimes
15335,Property Crimes
2373,Property Crimes
6522,Property Crimes
8144,Property Crimes
12386,Property Crimes
14693,Fraud and White-Collar Crimes
2669,Crimes against Public Order
10001,Crimes against Public Order
18970,Property Crimes
9012,Property Crimes
4673,Violent Crimes
8952,Crimes against Persons
8164,Crimes against Public Order
6848,Property Crimes
19577,Fraud and White-Collar Crimes
1751,Property Crimes
15886,Crimes against Public Order
6715,Violent Crimes
8743,Property Crimes
11654,Violent Crimes
19462,Property Crimes
14735,Property Crimes
19845,Property Crimes
11385,Property Crimes
9257,Violent Crimes
16183,Violent Crimes
11082,Violent Crimes
9079,Property Crimes
18183,Property Crimes
18316,Violent Crimes
10503,Violent Crimes
3122,Property Crimes
12583,Crimes against Public Order
14985,Violent Crimes
13775,Property Crimes
3732,Property Crimes
2209,Property Crimes
19971,Violent Crimes
8344,Crimes against Public Order
2101,Property Crimes
14331,Property Crimes
8982,Property Crimes
8107,Violent Crimes
14071,Property Crimes
14812,Property Crimes
8496,Property Crimes
19796,Violent Crimes
8545,Violent Crimes
607,Crimes against Persons
16450,Property Crimes
16820,Property Crimes
2103,Property Crimes
10339,Property Crimes
12792,Property Crimes
8296,Property Crimes
13196,Property Crimes
7385,Property Crimes
19463,Property Crimes
18248,Other Crimes
10026,Property Crimes
13027,Property Crimes
3496,Property Crimes
9944,Violent Crimes
15242,Property Crimes
19945,Violent Crimes
18581,Fraud and White-Collar Crimes
10670,Fraud and White-Collar Crimes
3784,Property Crimes
9415,Property Crimes
4449,Property Crimes
5350,Violent Crimes
16889,Property Crimes
6610,Property Crimes
8903,Property Crimes
4556,Property Crimes
18788,Property Crimes
5425,Crimes against Public Order
10792,Property Crimes
1498,Violent Crimes
3132,Property Crimes
3639,Property Crimes
8558,Crimes against Public Order
1213,Property Crimes
64,Fraud and White-Collar Crimes
7734,Property Crimes
17491,Violent Crimes
2361,Violent Crimes
712,Property Crimes
11893,Property Crimes
6433,Violent Crimes
2050,Violent Crimes
1190,Property Crimes
2018,Property Crimes
3181,Property Crimes
3342,Property Crimes
19518,Crimes against Public Order
6939,Fraud and White-Collar Crimes
14392,Property Crimes
14458,Violent Crimes
12311,Property Crimes
4504,Violent Crimes
6112,Property Crimes
379,Violent Crimes
19926,Crimes against Public Order
4809,Violent Crimes
16592,Property Crimes
426,Violent Crimes
5152,Property Crimes
12580,Crimes against Public Order
7169,Property Crimes
1539,Violent Crimes
18570,Violent Crimes
14640,Crimes against Public Order
16214,Property Crimes
17863,Violent Crimes
955,Property Crimes
10980,Fraud and White-Collar Crimes
18393,Property Crimes
4646,Violent Crimes
10634,Property Crimes
985,Violent Crimes
13241,Property Crimes
14863,Property Crimes
5863,Property Crimes
5246,Property Crimes
2569,Property Crimes
9497,Violent Crimes
2504,Property Crimes
12935,Property Crimes
8014,Violent Crimes
2492,Fraud and White-Collar Crimes
3945,Property Crimes
11683,Property Crimes
8708,Fraud and White-Collar Crimes
4296,Fraud and White-Collar Crimes
1189,Property Crimes
14820,Property Crimes
12143,Crimes against Public Order
7210,Property Crimes
11950,Property Crimes
11782,Violent Crimes
377,Property Crimes
3443,Property Crimes
2332,Property Crimes
17168,Property Crimes
7201,Fraud and White-Collar Crimes
14148,Violent Crimes
5625,Property Crimes
4442,Property Crimes
17285,Violent Crimes
16530,Property Crimes
15430,Property Crimes
18091,Property Crimes
56,Violent Crimes
6739,Property Crimes
18342,Crimes against Public Order
2329,Violent Crimes
18162,Crimes against Public Order
4864,Violent Crimes
12012,Violent Crimes
862,Crimes against Public Order
19748,Fraud and White-Collar Crimes
18141,Property Crimes
7222,Fraud and White-Collar Crimes
12958,Property Crimes
6725,Violent Crimes
10391,Violent Crimes
4072,Violent Crimes
4429,Property Crimes
6638,Property Crimes
18493,Violent Crimes
18978,Property Crimes
16664,Property Crimes
4163,Property Crimes
13581,Property Crimes
15889,Property Crimes
16000,Violent Crimes
18437,Fraud and White-Collar Crimes
2139,Crimes against Public Order
11115,Violent Crimes
1903,Property Crimes
6429,Property Crimes
15449,Property Crimes
11580,Property Crimes
19691,Property Crimes
14105,Property Crimes
13332,Property Crimes
6386,Property Crimes
1927,Property Crimes
10285,Property Crimes
11668,Crimes against Public Order
16122,Property Crimes
12485,Property Crimes
14323,Property Crimes
9354,Property Crimes
14239,Property Crimes
4732,Property Crimes
7278,Property Crimes
19862,Property Crimes
2923,Property Crimes
4439,Violent Crimes
11030,Property Crimes
12284,Crimes against Public Order
8245,Crimes against Public Order
6383,Property Crimes
2832,Property Crimes
12165,Violent Crimes
16362,Property Crimes
12690,Violent Crimes
10310,Property Crimes
17152,Property Crimes
4468,Property Crimes
16911,Property Crimes
3296,Property Crimes
7424,Fraud and White-Collar Crimes
17537,Property Crimes
10669,Crimes against Persons
8392,Property Crimes
2071,Property Crimes
8509,Property Crimes
10092,Violent Crimes
8995,Property Crimes
1277,Violent Crimes
82,Violent Crimes
7908,Violent Crimes
10478,Property Crimes
12938,Property Crimes
6202,Property Crimes
11987,Property Crimes
5521,Violent Crimes
15466,Property Crimes
2642,Violent Crimes
14512,Property Crimes
15013,Crimes against Public Order
1074,Property Crimes
5177,Crimes against Public Order
7376,Crimes against Public Order
5723,Crimes against Public Order
10336,Violent Crimes
10714,Crimes against Public Order
4295,Property Crimes
122,Property Crimes
8327,Property Crimes
9794,Property Crimes
10564,Violent Crimes
5399,Property Crimes
10539,Violent Crimes
1078,Property Crimes
4715,Property Crimes
10319,Property Crimes
14454,Violent Crimes
5154,Violent Crimes
9772,Property Crimes
9466,Violent Crimes
11099,Property Crimes
11741,Property Crimes
17150,Property Crimes
9956,Property Crimes
7480,Crimes against Persons
13655,Violent Crimes
17016,Violent Crimes
3641,Property Crimes
7109,Property Crimes
14443,Violent Crimes
4804,Property Crimes
12807,Property Crimes
4664,Crimes against Public Order
15400,Property Crimes
10245,Crimes against Public Order
7487,Fraud and White-Collar Crimes
9434,Violent Crimes
15757,Violent Crimes
14240,Property Crimes
17838,Violent Crimes
7432,Property Crimes
10159,Property Crimes
9126,Violent Crimes
11865,Property Crimes
6802,Property Crimes
18999,Property Crimes
19311,Fraud and White-Collar Crimes
11823,Violent Crimes
14019,Property Crimes
17456,Violent Crimes
3374,Property Crimes
19182,Crimes against Public Order
18046,Property Crimes
6518,Fraud and White-Collar Crimes
14755,Violent Crimes
18863,Property Crimes
18729,Property Crimes
59,Property Crimes
18927,Property Crimes
19206,Property Crimes
16608,Property Crimes
3104,Violent Crimes
10338,Property Crimes
2861,Property Crimes
18064,Property Crimes
11859,Property Crimes
14744,Fraud and White-Collar Crimes
6140,Violent Crimes
14596,Property Crimes
571,Property Crimes
16434,Property Crimes
5559,Property Crimes
13487,Property Crimes
19502,Violent Crimes
10173,Violent Crimes
3225,Property Crimes
16999,Property Crimes
9422,Crimes against Public Order
